signal_month,first_holding_month,final_holding_month,split,grouping,J,K,skip_mode,signal_eligible_instrument_count,rank_denominator_missing_count,intermediate_month_count,min_valid_intermediate_monthly_closes_required,min_intermediate_month_coverage_share,assigned_loser_leg_count,assigned_winner_leg_count,signal_eligibility_status,holding_label_status,portfolio_month_status,block_reason
2025-06,2025-07,,robustness,quintile,6,30,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,6,30,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,6,36,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,6,36,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,6,36,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,6,42,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,6,42,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,6,42,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,6,48,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,6,48,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,6,48,no_skip,223,0,5,3,0.8,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,2026-01,robustness,tertile,6,6,skip1,223,0,5,3,0.8,75,74,complete,complete,complete,
2025-06,2025-08,2026-01,robustness,quintile,6,6,skip1,223,0,5,3,0.8,45,44,complete,complete,complete,
2025-06,2025-08,2026-01,robustness,decile,6,6,skip1,223,0,5,3,0.8,23,22,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,tertile,12,1,no_skip,223,0,11,6,0.9090909090909091,75,74,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,quintile,12,1,no_skip,223,0,11,6,0.9090909090909091,45,44,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,decile,12,1,no_skip,223,0,11,6,0.9090909090909091,23,22,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,tertile,12,6,no_skip,223,0,11,6,0.9090909090909091,75,74,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,quintile,12,6,no_skip,223,0,11,6,0.9090909090909091,45,44,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,decile,12,6,no_skip,223,0,11,6,0.9090909090909091,23,22,complete,complete,complete,
2025-06,2025-07,,robustness,tertile,12,12,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,12,12,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,12,12,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,12,18,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,12,18,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,12,18,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,12,24,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,12,24,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,12,24,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,12,30,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,12,30,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,12,30,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,12,36,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,12,36,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,12,36,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,12,42,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,12,42,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,12,42,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,12,48,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,12,48,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,12,48,no_skip,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,tertile,12,12,skip1,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,quintile,12,12,skip1,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,decile,12,12,skip1,223,0,11,6,0.9090909090909091,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,2025-07,robustness,tertile,18,1,no_skip,223,0,17,9,0.9411764705882353,75,74,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,quintile,18,1,no_skip,223,0,17,9,0.9411764705882353,45,44,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,decile,18,1,no_skip,223,0,17,9,0.9411764705882353,23,22,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,tertile,18,6,no_skip,223,0,17,9,0.9411764705882353,75,74,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,quintile,18,6,no_skip,223,0,17,9,0.9411764705882353,45,44,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,decile,18,6,no_skip,223,0,17,9,0.9411764705882353,23,22,complete,complete,complete,
2025-06,2025-07,,robustness,tertile,18,12,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,18,12,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,18,12,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,18,18,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,18,18,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,18,18,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,18,24,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,18,24,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,18,24,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,18,30,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,18,30,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,18,30,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,18,36,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,18,36,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,18,36,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,18,42,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,18,42,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,18,42,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,18,48,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,18,48,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,18,48,no_skip,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,tertile,18,18,skip1,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,quintile,18,18,skip1,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,decile,18,18,skip1,223,0,17,9,0.9411764705882353,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,2025-07,robustness,tertile,24,1,no_skip,221,2,23,12,0.9565217391304348,74,73,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,quintile,24,1,no_skip,221,2,23,12,0.9565217391304348,45,44,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,decile,24,1,no_skip,221,2,23,12,0.9565217391304348,23,22,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,tertile,24,6,no_skip,221,2,23,12,0.9565217391304348,74,73,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,quintile,24,6,no_skip,221,2,23,12,0.9565217391304348,45,44,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,decile,24,6,no_skip,221,2,23,12,0.9565217391304348,23,22,complete,complete,complete,
2025-06,2025-07,,robustness,tertile,24,12,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,24,12,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,24,12,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,24,18,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,24,18,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,24,18,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,24,24,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,24,24,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,24,24,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,24,30,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,24,30,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,24,30,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,24,36,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,24,36,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,24,36,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,24,42,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,24,42,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,24,42,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,24,48,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,24,48,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,24,48,no_skip,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,tertile,24,24,skip1,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,quintile,24,24,skip1,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,decile,24,24,skip1,221,2,23,12,0.9565217391304348,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,2025-07,robustness,tertile,30,1,no_skip,221,2,29,15,0.9655172413793104,74,73,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,quintile,30,1,no_skip,221,2,29,15,0.9655172413793104,45,44,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,decile,30,1,no_skip,221,2,29,15,0.9655172413793104,23,22,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,tertile,30,6,no_skip,221,2,29,15,0.9655172413793104,74,73,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,quintile,30,6,no_skip,221,2,29,15,0.9655172413793104,45,44,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,decile,30,6,no_skip,221,2,29,15,0.9655172413793104,23,22,complete,complete,complete,
2025-06,2025-07,,robustness,tertile,30,12,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,30,12,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,30,12,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,30,18,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,30,18,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,30,18,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,30,24,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,30,24,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,30,24,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,30,30,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,30,30,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,30,30,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,30,36,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,30,36,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,30,36,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,30,42,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,30,42,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,30,42,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,30,48,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,30,48,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,30,48,no_skip,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,tertile,30,30,skip1,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,quintile,30,30,skip1,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,decile,30,30,skip1,221,2,29,15,0.9655172413793104,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,2025-07,robustness,tertile,36,1,no_skip,220,3,35,18,0.9714285714285714,74,73,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,quintile,36,1,no_skip,220,3,35,18,0.9714285714285714,44,44,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,decile,36,1,no_skip,220,3,35,18,0.9714285714285714,22,22,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,tertile,36,6,no_skip,220,3,35,18,0.9714285714285714,74,73,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,quintile,36,6,no_skip,220,3,35,18,0.9714285714285714,44,44,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,decile,36,6,no_skip,220,3,35,18,0.9714285714285714,22,22,complete,complete,complete,
2025-06,2025-07,,robustness,tertile,36,12,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,36,12,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,36,12,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,36,18,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,36,18,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,36,18,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,36,24,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,36,24,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,36,24,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,36,30,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,36,30,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,36,30,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,36,36,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,36,36,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,36,36,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,36,42,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,36,42,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,36,42,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,tertile,36,48,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,36,48,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,36,48,no_skip,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,tertile,36,36,skip1,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,quintile,36,36,skip1,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-08,,robustness,decile,36,36,skip1,220,3,35,18,0.9714285714285714,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,2025-07,robustness,tertile,42,1,no_skip,217,6,41,21,0.975609756097561,73,72,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,quintile,42,1,no_skip,217,6,41,21,0.975609756097561,44,43,complete,complete,complete,
2025-06,2025-07,2025-07,robustness,decile,42,1,no_skip,217,6,41,21,0.975609756097561,22,21,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,tertile,42,6,no_skip,217,6,41,21,0.975609756097561,73,72,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,quintile,42,6,no_skip,217,6,41,21,0.975609756097561,44,43,complete,complete,complete,
2025-06,2025-07,2025-12,robustness,decile,42,6,no_skip,217,6,41,21,0.975609756097561,22,21,complete,complete,complete,
2025-06,2025-07,,robustness,tertile,42,12,no_skip,217,6,41,21,0.975609756097561,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,quintile,42,12,no_skip,217,6,41,21,0.975609756097561,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
2025-06,2025-07,,robustness,decile,42,12,no_skip,217,6,41,21,0.975609756097561,0,0,complete,blocked_incomplete_future_return_label,blocked,blocked_incomplete_future_return_label
