structure_candidate_id,candidate_generation_version,group,pattern_type,feature_atom_ids,threshold_ids,lookback_days,profile_window_bucket,sequence_lag_days,dedup_gap_days,profile_definition,action_time_definition,trigger_date_policy,background_control_policy,formula_hash,config_row_hash,feature,operator,threshold,required_days,observable_trigger_rule,max_lag_days,first_trigger_only_flag,raw_feature_list,shared_feature_family
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,persistence,acceleration_ret1d,0602d7c813,3,build_window,0,20,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,91016f0c008ef9d3,06b40825bafa2b86,return1d,>=,0.05,3,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,0,True,return1d,acceleration
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,0602d7c813,3,continuation_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=continuation_window,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,f0dfc658d6af52bd,2e0fb06613a9f68c,prior20_pullback_depth,<=,0.05,3,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,0602d7c813,5,continuation_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=continuation_window,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,3c5713e0776ba264,f8247e9f282cfcba,prior20_pullback_depth,<=,0.05,3,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,0602d7c813,3,full_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=full_window,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,2c1edc51d32fea6e,316464e4088499b4,prior20_pullback_depth,<=,0.05,3,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=full_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,0602d7c813,5,full_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=full_window,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,f6e7c49964704d3b,90d285962f1331dd,prior20_pullback_depth,<=,0.05,3,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=full_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,0602d7c813,3,early_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=early_window,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,3d69f93fca2cc434,52a972d343abd628,prior20_pullback_depth,<=,0.05,3,prior20_pullback_depth <= 0.05; rolling_days=3; required_days=3; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_0602d7_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,0602d7c813,5,early_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=early_window,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,138620bdb0fef721,a8494a3ecffb63f1,prior20_pullback_depth,<=,0.05,3,prior20_pullback_depth <= 0.05; rolling_days=5; required_days=3; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,36819111cf,3,build_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=build_window,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,62543f3865941fde,379c958411193def,prior20_pullback_depth,<=,0.08,3,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=build_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,36819111cf,5,build_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=build_window,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,45ae991a14c81b97,8c39d9b18651a9f2,prior20_pullback_depth,<=,0.08,3,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=build_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,36819111cf,3,continuation_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=continuation_window,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,75ae6c82c1b08e42,2e73d0543c8a33ba,prior20_pullback_depth,<=,0.08,3,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,36819111cf,5,continuation_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=continuation_window,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,4b8e4f1321c2a018,f0efb314b7344889,prior20_pullback_depth,<=,0.08,3,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,36819111cf,3,full_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=full_window,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,e917eb5251de3358,bbf5a80467664622,prior20_pullback_depth,<=,0.08,3,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=full_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,36819111cf,5,full_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=full_window,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,bbbc9162f4cc824a,3f616b1049f0a98f,prior20_pullback_depth,<=,0.08,3,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=full_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,36819111cf,3,early_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=early_window,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,b447a1449b3a31c7,d611fba5b1e33800,prior20_pullback_depth,<=,0.08,3,prior20_pullback_depth <= 0.08; rolling_days=3; required_days=3; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_368191_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,36819111cf,5,early_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=early_window,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,cc3350b2a7b3b1ca,6fd4d39b15d6c688,prior20_pullback_depth,<=,0.08,3,prior20_pullback_depth <= 0.08; rolling_days=5; required_days=3; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,4469f737b2,3,build_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=build_window,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,7f74c606f08c88b8,75c96aab1a2ee414,prior20_pullback_depth,<=,0.12,3,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=build_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,4469f737b2,5,build_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=build_window,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,a1c81fb58b53870e,a08dc31273fd3115,prior20_pullback_depth,<=,0.12,3,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=build_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,4469f737b2,3,continuation_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=continuation_window,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,2989d9d21e872119,9d51b6453b547206,prior20_pullback_depth,<=,0.12,3,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,4469f737b2,5,continuation_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=continuation_window,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,ffbcb4ebacbc0b90,5e210ccca09bc5ab,prior20_pullback_depth,<=,0.12,3,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,4469f737b2,3,full_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=full_window,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,ee778e7cc2dcc1ed,dabb21cf6b71b494,prior20_pullback_depth,<=,0.12,3,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=full_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,4469f737b2,5,full_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=full_window,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,10950a5d07bfa274,da306e11300fe4d0,prior20_pullback_depth,<=,0.12,3,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=full_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,4469f737b2,3,early_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=early_window,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,62b260620b0d5d6c,34833a2fd5a11b62,prior20_pullback_depth,<=,0.12,3,prior20_pullback_depth <= 0.12; rolling_days=3; required_days=3; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_persistence_84a958_4469f7_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,persistence,pullback_prior20,4469f737b2,5,early_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=early_window,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,066dd9e322981cdb,7c16cd9a77c96b7f,prior20_pullback_depth,<=,0.12,3,prior20_pullback_depth <= 0.12; rolling_days=5; required_days=3; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,0602d7c813,1,build_window,0,20,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=build_window,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,a4a83bf88586a5f2,8f9a2e510400d421,ema20_hold_depth,<=,0.05,1,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=build_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,0602d7c813,1,continuation_window,0,20,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=continuation_window,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,dca6cccdda6a1324,6f5d0e2c55ed713c,ema20_hold_depth,<=,0.05,1,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=continuation_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,0602d7c813,1,full_window,0,20,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=full_window,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,30f52428287b582b,ac1e7c56e77b028e,ema20_hold_depth,<=,0.05,1,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=full_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_0602d7_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,0602d7c813,1,early_window,0,20,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=early_window,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,44ba2e2a4b4dbce0,dca76f27e6979c04,ema20_hold_depth,<=,0.05,1,ema20_hold_depth <= 0.05; rolling_days=1; required_days=1; window=early_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,36819111cf,1,build_window,0,20,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=build_window,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,291e125f9004dfbb,819a1d6f2b2cece4,ema20_hold_depth,<=,0.08,1,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=build_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,36819111cf,1,continuation_window,0,20,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=continuation_window,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,a01cfacc24341b22,e5d607c7a7899be4,ema20_hold_depth,<=,0.08,1,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=continuation_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,36819111cf,1,full_window,0,20,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=full_window,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,36460aa075148e1b,8346189c65a35893,ema20_hold_depth,<=,0.08,1,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=full_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_368191_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,36819111cf,1,early_window,0,20,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=early_window,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,da022a0d69adaff4,a40ec39382fc922c,ema20_hold_depth,<=,0.08,1,ema20_hold_depth <= 0.08; rolling_days=1; required_days=1; window=early_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,773a15ec53,1,build_window,0,20,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=build_window,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,552c1b52e4b1a535,9c0954ca8ed14727,ema20_hold_depth,<=,0.03,1,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=build_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,773a15ec53,1,continuation_window,0,20,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=continuation_window,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,9af0db06c34b6e34,bed77d9d12f70804,ema20_hold_depth,<=,0.03,1,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=continuation_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,773a15ec53,1,full_window,0,20,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=full_window,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,d55fac18b4bfce9c,a9d116a7e681f73f,ema20_hold_depth,<=,0.03,1,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=full_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_260316_773a15_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_ema20_hold,773a15ec53,1,early_window,0,20,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=early_window,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,abde459259e9cad8,c425ba962fa365a6,ema20_hold_depth,<=,0.03,1,ema20_hold_depth <= 0.03; rolling_days=1; required_days=1; window=early_window,0,True,ema20_hold_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,0602d7c813,1,build_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=build_window,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,c65aedfe79dfe39f,7393789ef5fb334b,prior20_pullback_depth,<=,0.05,1,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=build_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,0602d7c813,1,continuation_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=continuation_window,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,31c039e70043ef96,22d122eb2b9237b4,prior20_pullback_depth,<=,0.05,1,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,0602d7c813,1,full_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=full_window,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,8f55cee83cbc65bc,d43b180db8a870d7,prior20_pullback_depth,<=,0.05,1,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=full_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_0602d7_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,0602d7c813,1,early_window,0,20,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=early_window,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,d74184cdb0362efe,00927ca8756a33ed,prior20_pullback_depth,<=,0.05,1,prior20_pullback_depth <= 0.05; rolling_days=1; required_days=1; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,36819111cf,1,build_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=build_window,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,959b031d9fbea0c6,591e5325995ed259,prior20_pullback_depth,<=,0.08,1,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=build_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,36819111cf,1,continuation_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=continuation_window,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,425ab63fdc1d33bc,7f55847f6672318b,prior20_pullback_depth,<=,0.08,1,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,36819111cf,1,full_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=full_window,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,50db6af24f4c5b0e,23976f9bf17c420a,prior20_pullback_depth,<=,0.08,1,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=full_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_368191_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,36819111cf,1,early_window,0,20,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=early_window,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,331e1701990d4289,d00b35e1508b0cd3,prior20_pullback_depth,<=,0.08,1,prior20_pullback_depth <= 0.08; rolling_days=1; required_days=1; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_4469f7_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,4469f737b2,1,build_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=build_window,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,89d00338f4d9c418,a08ab182ef730a0c,prior20_pullback_depth,<=,0.12,1,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=build_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_4469f7_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,4469f737b2,1,continuation_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=continuation_window,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,0fd369370f410f49,0a7168c183cc6880,prior20_pullback_depth,<=,0.12,1,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=continuation_window,0,True,prior20_pullback_depth,pullback
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_4469f7_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,4469f737b2,1,full_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=full_window,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,3859602a15a481a7,2d6cfde22976bb16,prior20_pullback_depth,<=,0.12,1,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=full_window,0,True,prior20_pullback_depth,pullback
