launch_episode_id,instrument,episode_start_signal_date,episode_first_execution_date,launch_effective_date,episode_end_signal_date,episode_reset_reason,event_count,executable_event_count,launch_detector_version,launch_detector_config_hash
EP2_LAUNCH_DETECTOR_V0_SH601225_20250722_f3345551f0,SH601225,2025-07-22,2025-07-23,2025-07-23,2025-09-03,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601229_20190225_2f4d61d6f5,SH601229,2019-02-25,2019-02-26,2019-02-26,2019-03-25,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601229_20190416_0b74c13df0,SH601229,2019-04-16,2019-04-17,2019-04-17,2019-05-17,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601229_20191015_caeeef2daa,SH601229,2019-10-15,2019-10-16,2019-10-16,2019-11-12,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601229_20200706_567254851d,SH601229,2020-07-06,2020-07-07,2020-07-07,2020-08-03,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601229_20210205_542d5e0946,SH601229,2021-02-05,2021-02-08,2021-02-08,2021-03-12,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601229_20240426_6cfbe092dd,SH601229,2024-04-26,2024-04-29,2024-04-29,2024-05-29,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601229_20240930_4f2ab0e474,SH601229,2024-09-30,2024-10-08,2024-10-08,2024-11-05,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601236_20200703_5c87bf1d16,SH601236,2020-07-03,2020-07-06,2020-07-06,2020-08-03,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601236_20210818_0a89f317db,SH601236,2021-08-18,2021-08-19,2021-08-19,2021-09-15,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601236_20211228_902f4cf50b,SH601236,2021-12-28,2021-12-29,2021-12-29,2022-01-26,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20190221_c202d91d6d,SH601238,2019-02-21,2019-02-22,2019-02-22,2019-03-25,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20190404_42b8258bd9,SH601238,2019-04-04,2019-04-08,2019-04-08,2019-05-20,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20190829_30e0a935bb,SH601238,2019-08-29,2019-08-30,2019-08-30,2019-11-11,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20200730_0d19d73e8c,SH601238,2020-07-30,2020-07-31,2020-07-31,2020-08-27,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20201021_9ade23fd7a,SH601238,2020-10-21,2020-10-22,2020-10-22,2020-12-21,ended_after_no_signal_gap,9,9,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20210622_7cf7bed6a7,SH601238,2021-06-22,2021-06-23,2021-06-23,2021-08-06,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20210827_2e2b421c62,SH601238,2021-08-27,2021-08-30,2021-08-30,2021-09-28,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20220513_196caacc5d,SH601238,2022-05-13,2022-05-16,2022-05-16,2022-06-22,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20230728_ea4bfcacc4,SH601238,2023-07-28,2023-07-31,2023-07-31,2023-08-28,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20240319_43fbb06686,SH601238,2024-03-19,2024-03-20,2024-03-20,2024-04-18,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20240927_0bcd6d8d82,SH601238,2024-09-27,2024-09-30,2024-09-30,2024-11-05,ended_after_no_signal_gap,3,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20241112_ca792d9440,SH601238,2024-11-12,2024-11-13,2024-11-13,2024-12-31,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601238_20251125_9c6650a55a,SH601238,2025-11-25,2025-11-26,2025-11-26,2025-12-26,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601288_20180115_01ed0aa9e6,SH601288,2018-01-15,2018-01-16,2018-01-16,2018-02-28,ended_after_no_signal_gap,6,6,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601288_20180921_f26b365436,SH601288,2018-09-21,2018-09-25,2018-09-25,2018-10-29,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601288_20200706_1a9f1bdce8,SH601288,2020-07-06,2020-07-07,2020-07-07,2020-08-03,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601288_20230508_42292cc0ff,SH601288,2023-05-08,2023-05-09,2023-05-09,2023-06-05,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601288_20250711_7a7d24f507,SH601288,2025-07-11,2025-07-14,2025-07-14,2025-08-08,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601298_20250325_cfe651faee,SH601298,2025-03-25,2025-03-26,2025-03-26,2025-05-06,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20171117_4f44183de4,SH601318,2017-11-17,2017-11-20,2017-11-20,2017-12-15,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20190225_a29f39b024,SH601318,2019-02-25,2019-02-26,2019-02-26,2019-03-25,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20190620_c32d00cd00,SH601318,2019-06-20,2019-06-21,2019-06-21,2019-07-18,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20200703_e2297ff16a,SH601318,2020-07-03,2020-07-06,2020-07-06,2020-08-05,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20220211_965db385a0,SH601318,2022-02-11,2022-02-14,2022-02-14,2022-03-11,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20221129_f358acbd9b,SH601318,2022-11-29,2022-11-30,2022-11-30,2023-01-03,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20230428_d2ee7872ea,SH601318,2023-04-28,2023-05-04,2023-05-04,2023-06-01,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20240517_ad74bb77ca,SH601318,2024-05-17,2024-05-20,2024-05-20,2024-06-18,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20240924_8b8e6f92b5,SH601318,2024-09-24,2024-09-25,2024-09-25,2024-11-05,ended_after_no_signal_gap,6,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20250514_160698b120,SH601318,2025-05-14,2025-05-15,2025-05-15,2025-06-12,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20250624_77ef75774b,SH601318,2025-06-24,2025-06-25,2025-06-25,2025-07-23,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20250728_632cbc95e3,SH601318,2025-07-28,2025-07-29,2025-07-29,2025-08-25,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601318_20251205_808d5f1a6b,SH601318,2025-12-05,2025-12-08,2025-12-08,2026-01-14,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601319_20200702_4e84d33b44,SH601319,2020-07-02,2020-07-03,2020-07-03,2020-08-05,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601319_20220609_ffce40630e,SH601319,2022-06-09,2022-06-10,2022-06-10,2022-07-13,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601319_20221123_a47c023fc7,SH601319,2022-11-23,2022-11-24,2022-11-24,2023-01-03,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601319_20230419_34b86d53ef,SH601319,2023-04-19,2023-04-20,2023-04-20,2023-06-05,ended_after_no_signal_gap,6,6,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601319_20230804_366e4fabf4,SH601319,2023-08-04,2023-08-07,2023-08-07,2023-09-01,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601319_20240418_e789841960,SH601319,2024-04-18,2024-04-19,2024-04-19,2024-05-21,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601319_20240829_77dcc892dc,SH601319,2024-08-29,2024-08-30,2024-08-30,2024-11-05,ended_after_no_signal_gap,5,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601319_20250514_a41fb5440d,SH601319,2025-05-14,2025-05-15,2025-05-15,2025-06-13,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601328_20180123_d729b28a73,SH601328,2018-01-23,2018-01-24,2018-01-24,2018-02-28,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601328_20190225_ed69a23a1f,SH601328,2019-02-25,2019-02-26,2019-02-26,2019-04-01,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601328_20230417_1473b0ef2f,SH601328,2023-04-17,2023-04-18,2023-04-18,2023-06-05,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601328_20250620_326b854c10,SH601328,2025-06-20,2025-06-23,2025-06-23,2025-07-22,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20171110_9bef2aed32,SH601336,2017-11-10,2017-11-13,2017-11-13,2017-12-08,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20180720_5f6d6e1f2c,SH601336,2018-07-20,2018-07-23,2018-07-23,2018-08-20,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20190225_57c8b48e54,SH601336,2019-02-25,2019-02-26,2019-02-26,2019-03-26,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20200102_fbdc870cd5,SH601336,2020-01-02,2020-01-03,2020-01-03,2020-02-07,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20200702_958bfbc7f9,SH601336,2020-07-02,2020-07-03,2020-07-03,2020-08-06,ended_after_no_signal_gap,6,6,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20200817_5c1d489c8c,SH601336,2020-08-17,2020-08-18,2020-08-18,2020-09-14,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20211021_8597166045,SH601336,2021-10-21,2021-10-22,2021-10-22,2021-11-18,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20221205_f513305645,SH601336,2022-12-05,2022-12-06,2022-12-06,2023-01-03,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20230104_18677014ad,SH601336,2023-01-04,2023-01-05,2023-01-05,2023-02-10,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20230418_b4d714d08e,SH601336,2023-04-18,2023-04-19,2023-04-19,2023-06-05,ended_after_no_signal_gap,6,6,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20230728_cd566b7032,SH601336,2023-07-28,2023-07-31,2023-07-31,2023-08-25,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20240221_b969f2592a,SH601336,2024-02-21,2024-02-22,2024-02-22,2024-03-20,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20240520_5c0020fa41,SH601336,2024-05-20,2024-05-21,2024-05-21,2024-06-18,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20240830_5298acf4e1,SH601336,2024-08-30,2024-09-02,2024-09-02,2024-12-05,ended_after_no_signal_gap,10,9,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20250314_536b814e11,SH601336,2025-03-14,2025-03-17,2025-03-17,2025-04-15,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20250625_5aa978f5d0,SH601336,2025-06-25,2025-06-26,2025-06-26,2025-08-08,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601336_20250829_04a2283729,SH601336,2025-08-29,2025-09-01,2025-09-01,2025-09-26,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20190225_18daa9bd8e,SH601360,2019-02-25,2019-02-26,2019-02-26,2019-04-04,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20190905_bd7557d09d,SH601360,2019-09-05,2019-09-06,2019-09-06,2019-10-16,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20200213_0ac60e81d3,SH601360,2020-02-13,2020-02-14,2020-02-14,2020-03-23,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20200709_355e9fcc47,SH601360,2020-07-09,2020-07-10,2020-07-10,2020-08-10,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20210108_fd80734db5,SH601360,2021-01-08,2021-01-11,2021-01-11,2021-02-10,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20230207_05f854b2e0,SH601360,2023-02-07,2023-02-10,2023-02-10,2023-03-21,ended_after_no_signal_gap,5,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20230327_5eb2f8b2eb,SH601360,2023-03-27,2023-03-28,2023-03-28,2023-04-25,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20240301_a0e7f4d9aa,SH601360,2024-03-01,2024-03-04,2024-03-04,2024-04-01,ended_after_no_signal_gap,2,2,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20240930_33c27eece0,SH601360,2024-09-30,2024-10-09,2024-10-09,2024-12-23,ended_after_no_signal_gap,8,7,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20250717_c4bb6dc882,SH601360,2025-07-17,2025-07-18,2025-07-18,2025-08-28,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601360_20251031_015b046eb4,SH601360,2025-10-31,2025-11-03,2025-11-03,2025-12-16,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601377_20200706_6e1e7404bd,SH601377,2020-07-06,2020-07-07,2020-07-07,2020-08-03,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601377_20201109_94f9395595,SH601377,2020-11-09,2020-11-10,2020-11-10,2020-12-21,ended_after_no_signal_gap,3,3,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601377_20210429_b22a98859e,SH601377,2021-04-29,2021-04-30,2021-04-30,2021-06-29,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601377_20210823_a97829c7e3,SH601377,2021-08-23,2021-08-24,2021-08-24,2021-09-22,ended_after_no_signal_gap,1,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601377_20230728_5acf5d1ac7,SH601377,2023-07-28,2023-07-31,2023-07-31,2023-09-01,ended_after_no_signal_gap,4,4,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601377_20240930_f9b0987c2e,SH601377,2024-09-30,2024-10-09,2024-10-09,2024-11-05,ended_after_no_signal_gap,2,1,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
EP2_LAUNCH_DETECTOR_V0_SH601377_20250724_8de246db9f,SH601377,2025-07-24,2025-07-25,2025-07-25,2025-09-15,ended_after_no_signal_gap,5,5,EP2_LAUNCH_DETECTOR_V0,ecf4d97efb4239181765a50b1fd161af4b93d7f5e298cbce5bb276aeda4e10d0
