primitive_id,primitive_family,industry,task,primitive_text,observable_token_list,formula_text_resolved,source_path_pattern_ids,source_feature_family_set,feature_asof_rule,effective_date_rule,reference_price_rule,denominator_scope,expected_direction,real_metric_name,real_metric_formula_text,null_adjusted_signal_status,manual_primitive_allowed_for_next_requirement,reason_if_not_allowed,atomic_primitive_candidate_for_next_requirement,candidate_formula_hash
E10P_5208b4ed8fc01a6f,negative_control_placebo_context,电子,launch_winner,atr20_pct_market_rank <= train_q70 and atr_like_20 >= train_q05 and volatility_return_std_20 >= train_q10,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""volatility_return_std_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}]",atr20_pct_market_rank <= train_q70 and atr_like_20 >= train_q05 and volatility_return_std_20 >= train_q10,e2c90a7080c24613,cross_section_rank;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,73b5b9218810588a
E10P_e2f4fb2ac91aeecb,negative_control_placebo_context,电子,launch_winner,atr20_pct_industry_rank <= train_q40 and atr_like_20 >= train_q05 and volatility_return_std_10 >= train_q05,"[{""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}]",atr20_pct_industry_rank <= train_q40 and atr_like_20 >= train_q05 and volatility_return_std_10 >= train_q05,5b382883420320ba,cross_section_rank;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,56072a2b95be58d1
E10P_c60b0ff29b6e52ee,negative_control_placebo_context,电子,launch_winner,atr20_pct_market_rank <= train_q80 and atr_like_20 >= train_q05 and atr20_pct_industry_rank >= train_q40,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q40""}]",atr20_pct_market_rank <= train_q80 and atr_like_20 >= train_q05 and atr20_pct_industry_rank >= train_q40,1016c88fa01af865,cross_section_rank;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,38743c05cee68350
E10P_b1b366a8d2499b5b,negative_control_placebo_context,电子,launch_winner,atr20_pct_market_rank <= train_q80 and atr_like_20 >= train_q05 and market_breadth_20d <= train_q90,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""market_breadth_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}]",atr20_pct_market_rank <= train_q80 and atr_like_20 >= train_q05 and market_breadth_20d <= train_q90,a0f744270eec3c71,cross_section_rank;industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,4d2cddb5ade6bcc0
E10P_e84a85497fc991c3,negative_control_placebo_context,电子,launch_winner,atr20_pct_market_rank <= train_q80 and atr_like_20 >= train_q05 and atr20_pct_industry_rank <= train_q40,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""atr20_pct_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q40""}]",atr20_pct_market_rank <= train_q80 and atr_like_20 >= train_q05 and atr20_pct_industry_rank <= train_q40,9e6c5f09cef3f51e,cross_section_rank;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,dee9edc21c85c378
E10P_a2c68e34ef2e46a0,negative_control_placebo_context,电子,launch_winner,close_over_min_low_120 >= train_q10 and volatility_return_std_10 >= train_q05 and volatility_return_std_60 >= train_q20,"[{""feature_name"": ""close_over_min_low_120"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""volatility_return_std_60"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}]",close_over_min_low_120 >= train_q10 and volatility_return_std_10 >= train_q05 and volatility_return_std_60 >= train_q20,fcd6c5baf8c4ec22,price_distance;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,e18f124ba6c3937f
E10P_e40b29e431c53a58,negative_control_placebo_context,电子,launch_winner,atr_like_10 <= train_q95 and atr_like_20 <= train_q80 and close_over_max_high_60 >= train_q10,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q95""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""close_over_max_high_60"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}]",atr_like_10 <= train_q95 and atr_like_20 <= train_q80 and close_over_max_high_60 >= train_q10,4a334ed5db4fe46a,price_distance;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,8dae1c1dabb7b109
E10P_39addf27d0b1ba22,negative_control_placebo_context,电子,launch_winner,gap_open_pct >= train_q30 and market_volatility_regime >= train_q30 and volatility_return_std_60 <= train_q90,"[{""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}, {""feature_name"": ""volatility_return_std_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}]",gap_open_pct >= train_q30 and market_volatility_regime >= train_q30 and volatility_return_std_60 <= train_q90,6300351b3f83ec0b,industry_market_context;kbar_candle_shape;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,c3149acef1bb8f10
E10P_d04ba7a0e908943a,negative_control_placebo_context,电子,launch_winner,market_volatility_regime >= train_q10 and amplitude_60 <= train_q90 and rank_evaporation_2d >= train_q20,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""rank_evaporation_2d"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}]",market_volatility_regime >= train_q10 and amplitude_60 <= train_q90 and rank_evaporation_2d >= train_q20,9231962c4f8f7b24,cross_section_rank;industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,c13418f746934634
E10P_2400afdb9faa9a03,negative_control_placebo_context,电子,launch_winner,market_volatility_regime >= train_q10 and amplitude_60 <= train_q90 and ret_60d_industry_rank >= train_q20,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""ret_60d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}]",market_volatility_regime >= train_q10 and amplitude_60 <= train_q90 and ret_60d_industry_rank >= train_q20,b275d144d437a54e,cross_section_rank;industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,ba2175157e64389b
E10P_558731f0cc316b9a,negative_control_placebo_context,电子,launch_winner,atr_like_20 <= train_q80 and close_over_close_3d >= train_q10 and volatility_return_std_10 >= train_q05,"[{""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""close_over_close_3d"", ""feature_family"": ""rolling_return"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}]",atr_like_20 <= train_q80 and close_over_close_3d >= train_q10 and volatility_return_std_10 >= train_q05,281d1ce9a6a1ad4e,rolling_return;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,6ec42868c61ab4c3
E10P_367a5d2f079af4db,negative_control_placebo_context,电子,launch_winner,money_price_coherence_20 <= train_q90 and ret_60d_industry_rank >= train_q10 and range_expansion_ratio_20_60 <= train_q80,"[{""feature_name"": ""money_price_coherence_20"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""ret_60d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""range_expansion_ratio_20_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}]",money_price_coherence_20 <= train_q90 and ret_60d_industry_rank >= train_q10 and range_expansion_ratio_20_60 <= train_q80,eba217cc1cbabcc8,cross_section_rank;volatility_range;volume_money,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,b856a289f53a140e
E10P_7f02019ba1008c99,negative_control_placebo_context,电子,launch_winner,close_over_min_low_120 >= train_q10 and amplitude_60 <= train_q90 and amplitude_20 >= train_q20,"[{""feature_name"": ""close_over_min_low_120"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""amplitude_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}]",close_over_min_low_120 >= train_q10 and amplitude_60 <= train_q90 and amplitude_20 >= train_q20,75c92173c70e159a,price_distance;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,908cb8ecd8087644
E10P_70e283b4dd81bfdf,negative_control_placebo_context,电子,launch_winner,amplitude_60 <= train_q90 and market_volatility_regime >= train_q20 and ret_60d_industry_rank >= train_q20,"[{""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""ret_60d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}]",amplitude_60 <= train_q90 and market_volatility_regime >= train_q20 and ret_60d_industry_rank >= train_q20,8ac6b96aa86b8a53,cross_section_rank;industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,b3642c172035ba1f
E10P_205ed2447bfe53e3,negative_control_placebo_context,电子,launch_winner,distance_to_low_120 >= train_q10 and volatility_return_std_10 >= train_q05 and atr20_pct_market_rank <= train_q80,"[{""feature_name"": ""distance_to_low_120"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""volatility_return_std_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}]",distance_to_low_120 >= train_q10 and volatility_return_std_10 >= train_q05 and atr20_pct_market_rank <= train_q80,ae5286d8e7b479d1,cross_section_rank;price_distance;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,fabddec975ce03f1
E10P_adc4838a93b40f1e,negative_control_placebo_context,电子,launch_winner,market_volatility_regime >= train_q10 and amplitude_60 <= train_q90 and atr20_pct <= train_q70,"[{""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""atr20_pct"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}]",market_volatility_regime >= train_q10 and amplitude_60 <= train_q90 and atr20_pct <= train_q70,e9cf0f25f3eab168,industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,bf1691edc8b29c2c
E10P_78782126f100098c,negative_control_placebo_context,电子,launch_winner,distance_to_low_120 >= train_q10 and amplitude_20 >= train_q20 and amplitude_10 >= train_q30,"[{""feature_name"": ""distance_to_low_120"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""amplitude_20"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""amplitude_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}]",distance_to_low_120 >= train_q10 and amplitude_20 >= train_q20 and amplitude_10 >= train_q30,5d4d2c1640c59938,price_distance;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,b2202799fe6db79a
E10P_d3de6f1a2c1feef0,negative_control_placebo_context,电子,launch_winner,atr20_pct <= train_q90 and atr20_pct <= train_q70 and market_volatility_regime <= train_q70,"[{""feature_name"": ""atr20_pct"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""atr20_pct"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}]",atr20_pct <= train_q90 and atr20_pct <= train_q70 and market_volatility_regime <= train_q70,7d5a8b6a1728cbf7,industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,654d738ac701de4a
E10P_a46f7f70656a0f26,negative_control_placebo_context,电子,launch_winner,atr20_pct_market_rank <= train_q80 and amplitude_60 <= train_q70 and market_volatility_regime >= train_q10,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}]",atr20_pct_market_rank <= train_q80 and amplitude_60 <= train_q70 and market_volatility_regime >= train_q10,5cfc7d141b136ffc,cross_section_rank;industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,d5c95830effad1c3
E10P_80dd14e9df6e958d,negative_control_placebo_context,电子,launch_winner,amplitude_60 <= train_q90 and industry_relative_strength_vs_market_60d >= train_q10 and rank_evaporation_5d >= train_q30,"[{""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""rank_evaporation_5d"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30""}]",amplitude_60 <= train_q90 and industry_relative_strength_vs_market_60d >= train_q10 and rank_evaporation_5d >= train_q30,a78cd8fdab8deada,cross_section_rank;industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,3a5fe0d41eacb737
E10P_72eb6c3f66d986c9,negative_control_placebo_context,电子,launch_winner,atr20_pct_market_rank <= train_q60 and atr_like_10 >= train_q05 and market_volatility_regime <= train_q95,"[{""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q60""}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q95""}]",atr20_pct_market_rank <= train_q60 and atr_like_10 >= train_q05 and market_volatility_regime <= train_q95,9f40416e434007a8,cross_section_rank;industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,754920f36ba412e6
E10P_d0b4bb7ec5ac98f8,negative_control_placebo_context,电子,launch_winner,market_breadth_20d <= train_q70 and market_volatility_regime >= train_q20 and return_acceleration_20_60 >= train_q05,"[{""feature_name"": ""market_breadth_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""return_acceleration_20_60"", ""feature_family"": ""rolling_return"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}]",market_breadth_20d <= train_q70 and market_volatility_regime >= train_q20 and return_acceleration_20_60 >= train_q05,29c98719d70c24b4,industry_market_context;rolling_return,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,dcccb789ef9a84cf
E10P_5a1bfa9ff575149c,negative_control_placebo_context,电子,launch_winner,ret_60d_industry_rank >= train_q20 and close_over_close_60d >= train_q20 and atr_like_10 <= train_q70,"[{""feature_name"": ""ret_60d_industry_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""close_over_close_60d"", ""feature_family"": ""rolling_return"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}]",ret_60d_industry_rank >= train_q20 and close_over_close_60d >= train_q20 and atr_like_10 <= train_q70,e5270a73c196d836,cross_section_rank;rolling_return;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,10d18b895ae41032
E10P_7ced6b2cb737f206,negative_control_placebo_context,电子,launch_winner,return_acceleration_20_60 >= train_q05 and market_volatility_regime >= train_q10 and market_breadth_20d <= train_q70,"[{""feature_name"": ""return_acceleration_20_60"", ""feature_family"": ""rolling_return"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q05""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q10""}, {""feature_name"": ""market_breadth_20d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}]",return_acceleration_20_60 >= train_q05 and market_volatility_regime >= train_q10 and market_breadth_20d <= train_q70,f21f138ac7912677,industry_market_context;rolling_return,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,b514a322203f643a
E10P_308e296db69b37c6,negative_control_placebo_context,电子,launch_winner,close_over_min_low_120 >= train_q20 and amplitude_60 <= train_q90 and atr_like_20 <= train_q80,"[{""feature_name"": ""close_over_min_low_120"", ""feature_family"": ""price_distance"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""atr_like_20"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80""}]",close_over_min_low_120 >= train_q20 and amplitude_60 <= train_q90 and atr_like_20 <= train_q80,d6d190042556597a,price_distance;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,d8dd9e5a8405cc2f
E10P_8de0f22e9fa43f9f,negative_control_placebo_context,电子,launch_winner,atr20_pct <= train_q70 and amplitude_60 <= train_q90 and market_volatility_regime >= train_q20,"[{""feature_name"": ""atr20_pct"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q70""}, {""feature_name"": ""amplitude_60"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q90""}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20""}]",atr20_pct <= train_q70 and amplitude_60 <= train_q90 and market_volatility_regime >= train_q20,01b0d4d81ea8bf80,industry_market_context;volatility_range,feature_asof_date = signal_date,next_trading_day(signal_date),next_open,industry_task_fold_eligible_oof_rows,higher_positive_rate_than_fold_baseline,launch_primitive_oof_lift_vs_industry_task_fold_baseline,weighted candidate positive rate / weighted fold baseline positive rate,not_evaluated,False,not_evaluated,False,b733d8877d935f4c
